respondent_id,segment_true,age_range,gender,country,income_bracket,respondent_role,heritage_connection,items_purchased_12m,items_purchased_12m_raw,buying_channels,product_interests,top_frustration,appeal_score,trust_factors,trust_count,membership_interest,nps_score,max_price_small_piece_usd,max_price_large_piece_usd,authenticity_premium_pct,future_purchases_per_year,main_purchase_blocker,top_wishlist_feature,wants_launch_notification,age_range_ordinal,income_bracket_ordinal,items_purchased_12m_ordinal,membership_interest_ordinal,segment_true_code,channel_Direct_from_artisans_travel,channel_Dont_currently_buy,channel_Galleries_or_exhibitions,channel_Local_boutiques,channel_Online_marketplaces,channel_Other,channel_no_response,interest_Furniture,interest_Home_decor,interest_Jewelry,interest_Pottery_ceramics,interest_Religious_spiritual_items,interest_Textiles_apparel,interest_Wall_art_paintings,interest_no_response,trust_Authentication_certification_per_piece,trust_Named_verified_artisan_profiles,trust_Personal_referral,trust_Recognized_brand_or_press_coverage,trust_Reviews_from_other_collectors,trust_Strong_return_refund_policy,trust_no_response,annual_spending_potential_usd,high_intent_customer,premium_buyer,high_trust_customer
R0732,Gifting & Corporate Buyer,35-44,Male,India,$50-100K,Corporate gifting buyer,No particular connection,1-2,2,Local boutiques; Online marketplaces,Jewelry; Wall art & paintings,Shipping/customs issues,3,Reviews from other collectors; Strong return/refund policy,2,Possibly,4,53.0,223.0,51.9,2.0,Not enough need/interest,Video story of the artisan,False,3,3.0,1,1,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,106.0,0,0,0
R0466,Global Design & Decor Collector,25-34,Male,Germany,$200K+,Interior designer or architect,Professional interest (design/retail),3-5,3,Online marketplaces; Direct from artisans/travel; Galleries or exhibitions,Textiles & apparel; Furniture,Shipping/customs issues,4,Authentication/certification per piece,1,"Yes, definitely",9,368.5,1490.0,40.4,8.0,Trust/authenticity doubts,Video story of the artisan,False,2,5.0,2,2,4,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2948.0,1,1,1
R0098,Global Design & Decor Collector,35-44,Female,France,$50-100K,Retailer or boutique owner,Professional interest (design/retail),3-5,3,Online marketplaces; Galleries or exhibitions,Home decor; Textiles & apparel; Jewelry; Pottery & ceramics,Inconsistent quality,4,Authentication/certification per piece; Reviews from other collectors; Strong return/refund policy,3,"Yes, definitely",7,112.0,243.0,63.3,5.0,Price too high,Financing/installment options,False,3,3.0,2,2,4,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,560.0,1,0,0
R0267,Conscious Luxury Consumer,18-24,Male,USA,$25-50K,Individual collector,Indian-origin,0,0,Online marketplaces,Furniture; Pottery & ceramics,Inconsistent quality,3,Named verified artisan profiles; Recognized brand or press coverage,2,Possibly,4,26.0,156.0,37.8,2.0,Not enough need/interest,Sustainability certification,True,1,2.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,52.0,0,0,0
R0358,Conscious Luxury Consumer,55+,Male,Sweden,$25-50K,Individual collector,Professional interest (design/retail),1-2,2,Other,Textiles & apparel; Jewelry,No provenance story,2,Authentication/certification per piece; Strong return/refund policy; Recognized brand or press coverage,3,No,3,43.0,138.0,58.9,3.0,Price too high,Video story of the artisan,True,5,2.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,129.0,0,0,0
R0869,Gifting & Corporate Buyer,35-44,Male,USA,$25-50K,Corporate gifting buyer,Indian-origin,1-2,1,Local boutiques,Jewelry; Wall art & paintings,Shipping/customs issues,2,Reviews from other collectors; Strong return/refund policy; Recognized brand or press coverage; Personal referral,4,Possibly,3,29.0,363.0,49.6,3.0,Price too high,Faster shipping,True,3,2.0,1,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,87.0,0,0,0
R0799,Conscious Luxury Consumer,25-34,Male,USA,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",1-2,2,Online marketplaces,Home decor; Wall art & paintings,Authenticity doubts,4,Authentication/certification per piece; Reviews from other collectors; Strong return/refund policy; Recognized brand or press coverage,4,"Yes, definitely",10,40.0,254.0,60.9,6.0,Price too high,Financing/installment options,True,2,2.0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,240.0,1,0,1
R0381,Diaspora Heritage Buyer,45-54,Other,USA,$25-50K,Retailer or boutique owner,Indian-origin,0,0,Direct from artisans/travel,Textiles & apparel; Wall art & paintings; Religious/spiritual items,Authenticity doubts,3,Reviews from other collectors,1,"Yes, definitely",5,29.0,363.0,23.7,1.0,Not enough need/interest,Sustainability certification,True,4,2.0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,29.0,0,0,0
R0632,Collectors Circle Prospect,25-34,Female,UAE,$200K+,Individual collector,Professional interest (design/retail),6+,7,Local boutiques; Other,Jewelry; Wall art & paintings; Furniture,Inconsistent quality,5,Authentication/certification per piece; Named verified artisan profiles; Recognized brand or press coverage; Personal referral,4,"Yes, definitely",8,368.5,1215.0,59.6,5.0,Shipping/customs concerns,Sustainability certification,True,2,5.0,3,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1842.5,1,1,0
R0382,Conscious Luxury Consumer,18-24,Female,Canada,$25-50K,Individual collector,Professional interest (design/retail),1-2,1,Local boutiques; Online marketplaces; Direct from artisans/travel,Religious/spiritual items,Authenticity doubts,2,,1,No,2,32.0,191.0,39.1,1.0,Trust/authenticity doubts,Faster shipping,True,1,2.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,32.0,0,0,0
R0491,Global Design & Decor Collector,18-24,Female,France,$100-200K,Interior designer or architect,Professional interest (design/retail),1-2,1,Local boutiques; Direct from artisans/travel,Home decor; Textiles & apparel,Shipping/customs issues,5,Named verified artisan profiles; Strong return/refund policy; Recognized brand or press coverage,3,"Yes, definitely",1,252.0,793.0,75.2,4.0,Not enough need/interest,Faster shipping,True,1,4.0,1,2,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1008.0,1,1,0
R0119,Collectors Circle Prospect,45-54,Male,UK,$200K+,Interior designer or architect,Professional interest (design/retail),1-2,1,Direct from artisans/travel,Textiles & apparel; Pottery & ceramics,Inconsistent quality,5,Authentication/certification per piece; Strong return/refund policy; Recognized brand or press coverage; Personal referral,4,"Yes, definitely",8,368.5,1505.0,72.6,3.0,Return policy concerns,Local pickup or showroom,True,4,5.0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1105.5,1,1,0
R0901,Diaspora Heritage Buyer,18-24,Female,Australia,$25-50K,Individual collector,Indian-origin,3-5,3,Online marketplaces,Textiles & apparel; Wall art & paintings; Pottery & ceramics,Shipping/customs issues,4,Named verified artisan profiles,1,No,2,368.5,1505.0,52.5,3.0,Shipping/customs concerns,Faster shipping,False,1,2.0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1105.5,1,0,0
R0251,Diaspora Heritage Buyer,25-34,Female,USA,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",1-2,1,Online marketplaces; Direct from artisans/travel,Home decor; Wall art & paintings; Religious/spiritual items,Pricing trust concerns,4,Strong return/refund policy; Personal referral,2,No,4,119.0,363.0,48.55,0.0,Shipping/customs concerns,Sustainability certification,True,2,2.0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0.0,0,0,0
R0524,Gifting & Corporate Buyer,25-34,Male,USA,$50-100K,Corporate gifting buyer,No particular connection,0,0,Online marketplaces,Home decor; Pottery & ceramics,Other/none,3,Reviews from other collectors; Personal referral,2,No,5,120.0,693.0,33.7,1.0,Shipping/customs concerns,Nothing specific,False,2,3.0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,120.0,0,0,0
R0010,Conscious Luxury Consumer,55+,Female,Canada,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",0,0,Online marketplaces,Jewelry; Pottery & ceramics,Inconsistent quality,4,Authentication/certification per piece; Named verified artisan profiles,2,"Yes, definitely",8,60.0,363.0,44.7,7.0,Trust/authenticity doubts,Faster shipping,True,5,2.0,0,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,420.0,1,0,0
R0197,Conscious Luxury Consumer,25-34,Male,Canada,Under $25K,Gift buyer (personal),"Strong personal interest, not Indian-origin",1-2,1,Online marketplaces; Direct from artisans/travel,Jewelry,Shipping/customs issues,2,Reviews from other collectors; Recognized brand or press coverage,2,"Yes, definitely",2,29.0,30.0,41.2,1.0,Price too high,Nothing specific,False,2,1.0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,29.0,0,0,0
R0604,Diaspora Heritage Buyer,25-34,Male,UK,$25-50K,Retailer or boutique owner,Indian-origin,0,0,Local boutiques,,Shipping/customs issues,4,Authentication/certification per piece; Personal referral,2,No,7,56.0,323.0,43.0,2.0,Shipping/customs concerns,Sustainability certification,True,2,2.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,112.0,0,0,0
R0082,Conscious Luxury Consumer,25-34,Male,Canada,$25-50K,Gift buyer (personal),"Strong personal interest, not Indian-origin",1-2,1,Local boutiques,Wall art & paintings,Shipping/customs issues,2,Authentication/certification per piece; Named verified artisan profiles,2,"Yes, definitely",0,19.0,363.0,30.7,5.0,Shipping/customs concerns,Sustainability certification,True,2,2.0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,95.0,0,0,0
R0784,Global Design & Decor Collector,55+,Female,Italy,$50-100K,Individual collector,"Strong personal interest, not Indian-origin",3-5,5,Online marketplaces; Direct from artisans/travel,Home decor; Wall art & paintings,Shipping/customs issues,5,Reviews from other collectors; Strong return/refund policy,2,Possibly,7,185.0,813.0,84.0625,3.0,Trust/authenticity doubts,Financing/installment options,False,5,3.0,2,1,4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,555.0,1,0,0
R0588,Diaspora Heritage Buyer,25-34,Male,USA,$25-50K,Individual collector,Indian-origin,1-2,2,Local boutiques; Online marketplaces,Home decor; Textiles & apparel; Religious/spiritual items,Inconsistent quality,4,Authentication/certification per piece; Reviews from other collectors; Personal referral,3,"Yes, definitely",10,145.0,580.0,50.3,0.0,Not enough need/interest,Local pickup or showroom,False,2,2.0,1,2,2,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0.0,0,0,1
R0798,Conscious Luxury Consumer,55+,Male,Sweden,Under $25K,Gift buyer (personal),No particular connection,1-2,2,Galleries or exhibitions; Other,Religious/spiritual items,Inconsistent quality,3,Authentication/certification per piece; Reviews from other collectors; Personal referral,3,"Yes, definitely",6,36.0,368.0,55.6,1.0,Price too high,Financing/installment options,True,5,1.0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,36.0,0,0,0
R0240,Diaspora Heritage Buyer,45-54,Female,Canada,Prefer not to say,Gift buyer (personal),Indian-origin,0,0,Local boutiques; Online marketplaces,Home decor; Textiles & apparel; Wall art & paintings; Religious/spiritual items,Shipping/customs issues,5,Authentication/certification per piece; Reviews from other collectors; Strong return/refund policy,3,"Yes, definitely",10,127.0,544.0,64.8,2.0,Not enough need/interest,Sustainability certification,True,4,3.0,0,2,2,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,254.0,0,0,1
R0291,Diaspora Heritage Buyer,55+,Male,UK,$50-100K,Other,Indian-origin,1-2,2,Galleries or exhibitions,Textiles & apparel; Furniture; Religious/spiritual items,Pricing trust concerns,4,Authentication/certification per piece,1,"Yes, definitely",3,99.0,523.0,26.7,3.0,Price too high,Nothing specific,True,5,3.0,1,2,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,297.0,1,0,0
R0212,Conscious Luxury Consumer,35-44,Female,UK,Under $25K,Individual collector,"Strong personal interest, not Indian-origin",1-2,1,Direct from artisans/travel; Galleries or exhibitions,Home decor,Inconsistent quality,3,Authentication/certification per piece,1,No,3,17.0,102.0,24.5,0.0,Return policy concerns,Local pickup or showroom,True,3,1.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0
R0718,Collectors Circle Prospect,25-34,Male,UK,$200K+,Retailer or boutique owner,Indian-origin,6+,7,Local boutiques; Online marketplaces; Direct from artisans/travel; Galleries or exhibitions,Home decor; Wall art & paintings; Furniture; Pottery & ceramics,No provenance story,4,Reviews from other collectors; Recognized brand or press coverage; Personal referral,3,"Yes, definitely",9,368.5,1505.0,45.8,0.0,Trust/authenticity doubts,Financing/installment options,True,2,5.0,3,2,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0.0,0,1,1
R0360,Conscious Luxury Consumer,18-24,Female,USA,Under $25K,Other,"Strong personal interest, not Indian-origin",1-2,1,Direct from artisans/travel; Other,Textiles & apparel; Pottery & ceramics,No provenance story,4,Authentication/certification per piece; Personal referral,2,No,3,44.0,179.0,52.1,0.0,Not enough need/interest,Faster shipping,True,1,1.0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0.0,0,0,0
R0450,Diaspora Heritage Buyer,35-44,Female,UK,$50-100K,Individual collector,Indian-origin,1-2,1,Local boutiques; Online marketplaces,Home decor; Textiles & apparel; Religious/spiritual items,Inconsistent quality,4,Named verified artisan profiles; Strong return/refund policy; Personal referral,3,No,1,95.0,543.0,65.8,1.0,Shipping/customs concerns,Sustainability certification,True,3,3.0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,95.0,0,0,0
R0228,Global Design & Decor Collector,25-34,Male,Italy,$200K+,Other,Professional interest (design/retail),6+,7,Galleries or exhibitions,Textiles & apparel; Furniture,Shipping/customs issues,4,Recognized brand or press coverage,1,"Yes, definitely",9,207.0,1153.0,37.7,4.0,Not enough need/interest,Nothing specific,True,2,5.0,3,2,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,828.0,1,1,1
R0951,Conscious Luxury Consumer,55+,Female,USA,$25-50K,Other,"Strong personal interest, not Indian-origin",1-2,1,Online marketplaces; Other,Furniture; Pottery & ceramics,Authenticity doubts,3,Strong return/refund policy; Personal referral,2,"Yes, definitely",0,73.0,362.0,47.5,5.0,Shipping/customs concerns,Financing/installment options,True,5,2.0,1,2,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,365.0,0,0,0
R0947,Diaspora Heritage Buyer,55+,Male,Singapore,$25-50K,Individual collector,Indian-origin,1-2,1,Direct from artisans/travel,Textiles & apparel; Wall art & paintings; Religious/spiritual items,Pricing trust concerns,5,Reviews from other collectors; Personal referral,2,No,0,33.0,311.0,50.3,2.0,Shipping/customs concerns,Nothing specific,True,5,2.0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,66.0,0,0,0
R0797,Collectors Circle Prospect,45-54,Female,UAE,$200K+,Individual collector,"Strong personal interest, not Indian-origin",3-5,5,Local boutiques; Direct from artisans/travel; Galleries or exhibitions,Wall art & paintings,Pricing trust concerns,4,Authentication/certification per piece; Named verified artisan profiles,2,"Yes, definitely",6,244.0,1466.0,42.5,3.0,Trust/authenticity doubts,Video story of the artisan,False,4,5.0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,732.0,1,1,0
R0502,Global Design & Decor Collector,55+,Male,France,$50-100K,Interior designer or architect,"Strong personal interest, not Indian-origin",3-5,5,Local boutiques,Home decor; Wall art & paintings; Furniture,Authenticity doubts,5,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,"Yes, definitely",4,114.0,642.0,68.6,5.0,Return policy concerns,Local pickup or showroom,True,5,3.0,2,2,4,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,570.0,1,0,0
R0465,Collectors Circle Prospect,45-54,Male,USA,$200K+,Retailer or boutique owner,No particular connection,3-5,3,Galleries or exhibitions,Jewelry; Wall art & paintings; Furniture,Shipping/customs issues,5,Named verified artisan profiles; Strong return/refund policy; Recognized brand or press coverage,3,"Yes, definitely",8,368.5,1505.0,57.1,6.0,Not enough need/interest,Nothing specific,True,4,5.0,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,2211.0,1,1,0
R0363,Global Design & Decor Collector,25-34,Female,USA,$50-100K,Individual collector,No particular connection,3-5,3,Online marketplaces; Galleries or exhibitions,Home decor; Jewelry,Authenticity doubts,3,Authentication/certification per piece; Named verified artisan profiles; Personal referral,3,No,5,90.0,335.0,49.9,1.0,Shipping/customs concerns,Local pickup or showroom,True,2,3.0,2,0,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,90.0,0,0,0
R0469,Diaspora Heritage Buyer,45-54,Male,UK,$25-50K,Gift buyer (personal),Indian-origin,3-5,3,Online marketplaces,Home decor; Textiles & apparel; Pottery & ceramics; Religious/spiritual items,Inconsistent quality,4,Personal referral,1,Possibly,2,124.0,271.0,43.3,2.0,Not enough need/interest,Sustainability certification,True,4,2.0,2,1,2,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,248.0,0,0,0
R0936,Diaspora Heritage Buyer,25-34,Female,USA,$25-50K,Individual collector,Indian-origin,1-2,2,Local boutiques,Home decor; Textiles & apparel; Wall art & paintings; Furniture; Pottery & ceramics,Shipping/customs issues,4,Authentication/certification per piece; Reviews from other collectors,2,Possibly,5,55.0,330.0,57.0,5.0,Price too high,Sustainability certification,False,2,2.0,1,1,2,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,275.0,1,0,0
R0429,Global Design & Decor Collector,55+,Other,France,$100-200K,Individual collector,Professional interest (design/retail),6+,8,Local boutiques; Galleries or exhibitions,Home decor; Wall art & paintings; Pottery & ceramics,Shipping/customs issues,4,Reviews from other collectors,1,"Yes, definitely",7,311.0,1505.0,57.6,2.0,Price too high,Nothing specific,True,5,4.0,3,2,4,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,622.0,0,1,0
R0008,Gifting & Corporate Buyer,45-54,Female,Singapore,Prefer not to say,Corporate gifting buyer,Indian-origin,0,0,Local boutiques,Home decor,Other/none,1,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy,3,No,0,23.0,70.0,33.2,1.0,Return policy concerns,Faster shipping,True,4,3.0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,23.0,0,0,0
R0156,Diaspora Heritage Buyer,45-54,Male,USA,$25-50K,Individual collector,Indian-origin,0,0,Local boutiques; Direct from artisans/travel,Pottery & ceramics,No provenance story,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy,4,"Yes, definitely",8,43.0,108.0,69.8,5.0,Trust/authenticity doubts,Sustainability certification,True,4,2.0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,215.0,0,0,0
R0542,Conscious Luxury Consumer,25-34,Female,USA,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",1-2,1,Online marketplaces; Direct from artisans/travel,Textiles & apparel; Pottery & ceramics,Shipping/customs issues,4,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Personal referral,4,Possibly,5,63.0,412.0,58.7,1.0,No major concerns,Financing/installment options,False,2,2.0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,63.0,0,0,0
R0441,Diaspora Heritage Buyer,35-44,Male,Canada,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",1-2,2,Galleries or exhibitions,Wall art & paintings,Inconsistent quality,3,Named verified artisan profiles; Strong return/refund policy; Recognized brand or press coverage,3,No,2,59.0,206.0,49.3,0.0,Not enough need/interest,Nothing specific,True,3,2.0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0.0,0,0,0
R0483,Global Design & Decor Collector,55+,Male,France,$50-100K,Interior designer or architect,No particular connection,1-2,2,Don't currently buy,Home decor; Furniture; Pottery & ceramics,Shipping/customs issues,4,Authentication/certification per piece; Reviews from other collectors; Personal referral,3,"Yes, definitely",8,119.0,516.0,60.7,4.0,Price too high,Financing/installment options,False,5,3.0,1,2,4,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,476.0,1,0,0
R0423,Diaspora Heritage Buyer,25-34,Female,Canada,$25-50K,Individual collector,Indian-origin,1-2,1,Online marketplaces,Textiles & apparel; Jewelry; Religious/spiritual items,Pricing trust concerns,3,Named verified artisan profiles; Strong return/refund policy; Personal referral,3,No,3,44.0,180.0,70.4,0.0,Not enough need/interest,Faster shipping,False,2,2.0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0
R0779,Conscious Luxury Consumer,25-34,Female,Germany,Under $25K,Individual collector,No particular connection,1-2,2,Galleries or exhibitions,Home decor; Textiles & apparel,Authenticity doubts,3,Authentication/certification per piece; Named verified artisan profiles; Personal referral,3,No,3,19.0,90.0,42.0,1.0,Price too high,Financing/installment options,True,2,1.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,19.0,0,0,0
